NAME,MSTAR,A,PER,ECC,MASS,R
,msun,au,day,,mjupiter,rjupiter
Kepler-260 b,,0.0795006,8.187399,,0.0148535,0.17932
Kepler-255 c,,0.0905121,9.946047,,0.0266892,0.26675
Kepler-750 b,1.15,0.0915122,9.42887179,0,0.0281267,0.274
HD 215497 b,0.872,0.0465952,3.93404,0.16,0.020855,
Kepler-1221 b,0.87,0.0979318,12.00096042,0,0.0138656,0.168
Kepler-62 f,0.69,0.717595,267.291,0.094434,0,0.12568
Kepler-1160 b,0.92,0.0759488,7.97034958,0,0.0159697,0.191
HATS-5 b,0.936,0.0542014,4.763387,0.019,0.237663,0.912
HD 154345 b,0.893,4.21377,3341.5588,0.044,0.956901,
Kepler-60 c,1.11,0.0871504,8.9193459,,0.0192896,0.220162
Kepler-1031 b,1.09,0.0230742,1.22621732,0,0.0018073,0.078
Kepler-523 b,0.93,0.0619218,5.83598311,0,0.0144664,0.175
Kepler-395 c,,0.209361,34.989262,,0.00769114,0.117763
HD 217107 b,1.108,0.0750282,7.1268163,0.126686,1.40112,
Kepler-1550 b,1.07,0.741774,225.582809,0,0.0271261,0.269
Kepler-431 c,1.071,0.0847193,8.703,,0.00075757,0.0609
mu Ara c,1.147,5.34057,4205.8,0.0985,1.88907,
HD 7199 b,0.89,1.36155,615,0.19,0.295018,
Kepler-887 c,1.19,0.0804377,7.63846023,0,0.00452953,0.101
Kepler-233 c,,0.301339,60.418955,,0.0223552,0.24177
GJ 433 b,0.48,0.0580371,7.3709,0.08,0.0181986,
Kepler-1301 b,0.85,0.080701,9.08237046,0,0.00940137,0.125
Kepler-1350 c,0.55,0.0234342,1.76678906,0,0.0127496,0.154
HD 159243 b,1.125,0.110366,12.62,0.02,1.13,
Kepler-327 d,,0.113517,13.969457,,0.0127755,0.15434
HAT-P-31 b,1.218,0.0611921,5.005425,0.245,2.16904,1.07
Kepler-878 b,0.81,0.159872,25.9422033,0,0.014205,0.172
OGLE-TR-113 b,0.779,0.0228946,1.4324757,0,1.26,1.093
Kepler-356 c,,0.108876,13.121632,,0.0133325,0.161477
Kepler-41 b,0.94,0.0289537,1.855558,0,0.493545,0.841
Kepler-798 b,1.19,0.118853,13.71933369,0,0.0183949,0.213
Kepler-825 b,1.03,0.047906,3.77360059,0,0.0124263,0.136
Kepler-473 b,1.06,0.118968,14.55731705,0,0.0545024,0.364
Kepler-270 b,,0.0995717,11.476094,,0.0148535,0.17932
HD 285507 b,0.734,0.0588842,6.0881,0.086,0.917,
Kepler-1307 b,1.06,0.137136,18.01621096,0,0.0192688,0.22
Kepler-1573 b,1.01,0.0372774,2.6157554,0,0.00553813,0.107
HD 40307 d,0.74,0.132422,20.46,0,0.028076,
Kepler-590 b,1.1,0.0656127,5.85296257,0,0.0525568,0.359
Kepler-1220 b,1,0.0744983,7.42693741,0,0.0124263,0.136
Kepler-849 b,1.23,1.12814,394.6244904,0,0.149499,0.637
HD 290327 b,0.9,3.43052,2443,0.08,2.54762,
Kepler-438 b,0.544,0.171702,35.23319,0,0.00436191,0.0999205
Kepler-1315 b,0.8,0.0162176,0.84338011,0,0.00890695,0.123
GJ 876 e,0.32,0.333345,124.26,0.055,0.039229,
Kepler-1413 b,0.84,0.103048,13.1829642,0,0.0133743,0.162
Kepler-1604 b,0.81,0.0141581,0.68368426,0,0.00965491,0.126
Kepler-1471 b,0.95,0.0455165,3.63899398,0,0.00965491,0.126
Kepler-1445 b,1.13,0.0983673,10.60052251,0,0.00255759,0.086
Kepler-1020 b,0.87,0.394192,96.9151496,0,0.0172355,0.203
Kepler-572 b,0.83,0.122576,17.20523483,0,0.0206139,0.23
Kepler-1598 b,1.07,0.0532751,4.34195123,0,0.00245309,0.085
Kepler-1187 b,1.06,0.141438,18.87064068,0,0.0210409,0.233
Kepler-949 b,0.89,0.0795658,8.6893073,0,0.0254263,0.26
HD 169830 c,1.407,3.60184,2102,0.33,4.06407,
Kepler-608 b,1,0.06755,6.41251504,0,0.0409391,0.325
47 UMa c,1.063,3.57197,2391,0.098,0.545774,
Kepler-85 b,0.92,0.0780663,8.306,,0.0145548,0.176
Kepler-880 b,1.46,0.0866835,7.71468975,0,0.021628,0.237
Kepler-1343 b,0.95,0.0430893,3.35183158,0,0.014205,0.172
Kepler-575 b,0.97,0.0861587,9.37891944,0,0.0183949,0.213
Kepler-313 c,,0.198382,32.273273,,0.0205131,0.22928
Kepler-199 b,,0.161192,23.637604,,0.0288426,0.277456
Kepler-172 b,,0.0401669,2.940309,,0.0179955,0.209653
Kepler-223 d,,0.117913,14.788759,,0.0265182,0.265858
Kepler-431 d,1.071,0.104497,11.922,,0.00452953,0.101
Kepler-917 b,0.8,0.0375418,2.97041437,0,0.014034,0.17
Kepler-1072 b,1.2,0.028082,1.5690665,0,0.0117956,0.141
Kepler-360 b,,0.0432887,3.289672,,0.0122424,0.147203
Kepler-1212 b,1.1,0.111358,12.94130146,0,0.0159697,0.191
Kepler-246 b,,0.0541452,4.60182,,0.0178911,0.208761
Kepler-347 b,,0.10708,12.79836,,0.0145328,0.175752
HD 63765 b,0.865,0.94038,358,0.24,0.643827,
Kepler-217 c,,0.0820605,8.586004,,0.0136211,0.165046
HD 85390 b,0.76,1.52377,788,0.41,0.131884,
Kepler-1590 b,1.11,0.0784501,7.61760804,0,0.00468851,0.102
Kepler-1498 b,0.86,0.245986,48.051405,0,0.00796813,0.119
Kepler-401 c,,0.256031,47.318218,,0.0160511,0.19181
Kepler-299 c,,0.0708347,6.885875,,0.0215411,0.236417
Kepler-1176 b,1.01,0.164164,24.1738579,0,0.0191406,0.219
HAT-P-57 b,1.47,0.0406092,2.465295,0,1,1.412
Kepler-525 b,0.95,0.135465,18.68404933,0,0.0213319,0.235
Kepler-112 b,,0.080928,8.408878,,0.0181008,0.210545
Kepler-1326 b,1.45,0.269138,42.3514267,0,0.0573636,0.373
Kepler-748 b,1.07,0.076064,7.40742793,0,0.0199266,0.225
Kepler-155 c,,0.27496,52.661793,,0.0168894,0.199839
Kepler-271 c,,0.0743912,7.410935,,0.00291583,0.089214
Kepler-961 b,0.96,0.127028,16.87727414,0,0.0201979,0.227
Kepler-241 c,,0.213635,36.065978,,0.0205131,0.22928
Kepler-492 b,0.94,0.0989169,11.72012266,0,0.643816,0.856
WASP-77 A b,1.002,0.0240531,1.3600309,0,1.75921,1.21
Kepler-164 c,,0.0964797,10.945723,,0.022635,0.243554
Kepler-371 b,,0.208459,34.763278,,0.0139171,0.168615
Kepler-548 b,0.93,0.0517147,4.45419434,0,1,1.07
55 Cnc e,0.905,0.0154393,0.736546,0,0.0263671,0.185565
HIP 57274 d,0.73,1.00678,431.7,0.27,0.528573,
Kepler-1254 d,0.78,0.0576676,5.72717226,0,0.00752338,0.117
HD 221287 b,1.25,1.25015,456.10001,0.08,3.11535,
KOI-13 b,1.72,0.0342279,1.76358799,0,6.515,1.406
Kepler-1017 b,0.93,0.0714529,7.23400469,0,0.0147338,0.178
Kepler-1100 b,1.21,0.0720524,6.42200058,0,0.0129028,0.156
Kepler-1050 b,1.09,0.124555,15.3787546,0,0.0119381,0.143
Kepler-1460 b,0.7,0.167635,29.9633247,0,0.0144664,0.175
Kepler-1310 b,0.91,0.0146558,0.67933627,0,0.0101747,0.128
HD 192699 b,1.58,1.12292,345.53,0.129,2.29191,
Kepler-178 d,,0.412251,96.678988,,0.0500833,0.352395
Kepler-1371 c,0.87,0.0297109,2.00541269,0,0.000601957,0.057
Kepler-1090 b,0.86,0.633688,198.680179,0,0.0170154,0.201
Kepler-312 b,,0.0286627,1.772419,,0.00711292,0.115086
Kepler-164 b,,0.0574921,5.03503,,0.00960182,0.125792
Kepler-1557 b,1.11,0.0488263,3.74032496,0,0.0124263,0.136
Kepler-341 b,,0.0587074,5.195528,,0.00523423,0.105273
Kepler-311 c,,0.142937,19.738286,,0.0100631,0.127576
Kepler-1509 b,1,0.169257,25.4338197,0,0.0136174,0.165
HD 181342 b,1.7,1.777,663,0.177,3.14944,
WASP-8 b,1.03,0.080153,8.158715,0.31,2.13797,1.038
HD 131496 b,1.61,2.1121,883,0.163,2.24115,
Kepler-154 c,,0.307572,62.303276,,0.0260126,0.263181
Kepler-334 c,,0.106855,12.758005,,0.0100631,0.127576
Kepler-911 b,1.34,0.160616,20.310501,0,0.0208973,0.232
Kepler-372 c,,0.144457,20.053763,,0.0155228,0.186457
Kepler-127 b,,0.11603,14.435889,,0.00937625,0.1249
HD 44219 b,1,1.18713,472.3,0.61,0.589265,
75 Cet b,2.15,1.97678,691.9,0.117,2.7597,
Kepler-27 b,0.65,0.10464,15.3348,0,0.051622,0.356538
Kepler-210 b,,0.0355986,2.453234,,0.0258466,0.262289
Kepler-40 b,1.48,0.0806644,6.87349,0,2.17684,1.17
Kepler-171 c,,0.0994986,11.463462,,0.020389,0.228388
Kepler-298 c,,0.157953,22.92881,,0.0142208,0.172183
Kepler-331 c,,0.130814,17.28111,,0.0135483,0.164154
Kepler-1538 b,1.03,0.618691,175.138819,0,0.0240196,0.252
Kepler-576 b,0.99,0.18795,29.91136794,0,0.0320836,0.292
Kepler-479 b,0.86,0.100206,12.49341307,0,0.0157709,0.189
Kepler-915 b,1.21,0.0576393,4.59489604,0,0.0118373,0.134
HD 220074 b,1.2,1.60044,672.1,0.14,11.1883,
Kepler-133 b,,0.0791285,8.129976,,0.0129814,0.157017
Kepler-1185 b,0.96,0.427921,104.3518976,0,0.00796813,0.119
Kepler-788 b,1.16,0.0849622,8.39846269,0,0.0201979,0.227
WASP-89 b,0.92,0.0427555,3.3564227,0.193,5.82191,1.04
HAT-P-39 b,1.404,0.0509456,3.54387,0,0.599196,1.571
WASP-26 b,1.12,0.0399686,2.7566,0,1.01746,1.32
Kepler-751 b,0.87,0.125668,17.44490636,0,0.0191406,0.219
WASP-71 b,1.572,0.0463361,2.9036747,0,2.242,1.5
HIP 2247 b,0.74,1.33884,655.6,0.54,5.12319,
GJ 876 d,0.32,0.0208066,1.93778,0.207,0.0184193,
Kepler-312 c,,0.142982,19.747412,,0.0296032,0.281024
OGLE-TR-56 b,1.228,0.0238308,1.211909,0,1.39,1.363
Kepler-697 b,0.92,0.0456151,3.70987065,0,0.0557908,0.368
Kepler-826 b,1.05,0.0541184,4.48758907,0,0.00648186,0.112
Kepler-235 c,,0.0771364,7.824904,,0.00692663,0.114194
Kepler-1591 b,1.1,0.0820512,8.18504949,0,0.00668223,0.113
Kepler-146 c,,0.353393,76.732171,,0.0292202,0.27924
Kepler-1633 b,1.2,0.678637,186.404271,0,0.0117956,0.141
Kepler-903 b,0.98,0.0923273,10.3507721,0,0.0148244,0.179
Kepler-372 d,,0.189342,30.092568,,0.0125062,0.150772
Kepler-156 b,,0.0570224,4.973456,,0.0174811,0.205192
HD 38529 b,1.34,0.1272,14.310195,0.243663,0.803263,
Kepler-393 c,,0.11698,14.613612,,0.00789025,0.118655
Kepler-136 c,,0.126325,16.399235,,0.014692,0.177536
Kepler-1353 b,0.76,0.151698,24.7543966,0,0.0132944,0.161
Kepler-436 b,0.729,0.281824,64.00205,0,0.0226353,0.243556
Kepler-1595 b,0.84,0.0508063,4.56380468,0,0.00609283,0.11
Kepler-1593 b,0.81,0.569703,174.509835,0,0.0300338,0.283
WASP-82 b,1.64,0.0448251,2.705785,0,1.25,1.67
Kepler-1219 b,1.25,0.134445,16.10467749,0,0.0157709,0.189
Kepler-737 b,0.51,0.146229,28.59915399,0,0.0144664,0.175
Kepler-948 b,0.96,0.0757275,7.76846622,0,0.0136174,0.165
Kepler-1021 b,0.89,0.106598,13.47469571,0,0.0178026,0.208
Kepler-866 b,0.75,0.0337676,2.61703254,0,0.0120821,0.145
BD +20 2457 c,1.06,1.45701,621.99,0.18,6.90191,
Kepler-497 b,1.09,0.0470747,3.57320367,0,0.122459,0.539
Kepler-1344 b,1.09,0.0570591,4.7683049,0,0.0135358,0.164
Kepler-1388 d,0.63,0.127527,20.9568158,0,0.024536,0.255
Kepler-144 b,,0.0637947,5.885273,,0.00789025,0.118655
HD 22781 b,0.75,1.16847,528.07,0.8191,13.8403,
Kepler-1253 b,0.97,0.325551,68.8861915,0,0.00796813,0.119
Kepler-208 d,,0.09757,11.131786,,0.00554835,0.107057
Kepler-286 e,,0.185669,29.221289,,0.0130508,0.157909
Kepler-351 b,,0.217522,37.054919,,0.0279223,0.272995
HD 120084 b,2.39,4.26892,2082,0.66,4.4772,
HD 95127 b,1.2,1.2802,482,0.11,5.0362,
MOA-2009-BLG-266L b,0.56,,,,0.0327,
Kepler-755 c,0.82,0.036849,2.85313364,0,0.00648186,0.112
Kepler-1578 b,0.9,0.0242164,1.45088691,0,0.00338324,0.093
Kepler-89 d,1.277,0.173437,23.342989,0.022,0.163924,1.027
Kepler-387 b,,0.0701869,6.791636,,0.00324127,0.0918904
HD 20868 b,0.78,0.947319,380.85,0.75,2.00901,
Kepler-854 b,1.17,0.0342955,2.14463285,0,1,1.492
HAT-P-9 b,1.28,0.0528645,3.92289,0,0.776601,1.4
Kepler-410 A b,1.214,0.142508,17.833648,0.17,,0.258635
Kepler-33 e,1.291,0.213825,31.7844,0,0.0525296,0.358929
Kepler-1527 b,1.21,0.614964,160.129918,0,0.0754224,0.426
Kepler-1093 b,1.13,0.174668,25.0824626,0,0.0143786,0.174
Kepler-1024 b,0.81,0.299193,66.4162133,0,0.048854,0.349
Kepler-1271 b,1.13,0.0426422,3.0255955,0,0.0112658,0.132
Kepler-216 c,,0.131447,17.406669,,0.0275635,0.271211
Kepler-365 c,,0.13334,17.784129,,0.0121773,0.146311
Kepler-1488 b,1.05,0.231951,39.8189932,0,0.0136995,0.166
Kepler-19 b,0.936,0.0845828,9.2869944,0,0.0165942,0.197074
Kepler-130 b,,0.0812393,8.457458,,0.00313003,0.0909983
Kepler-160 c,,0.112047,13.699087,,0.0400599,0.322063
Kepler-598 b,0.87,0.0447079,3.70175428,0,0.0118373,0.134
Kepler-207 c,,0.0413536,3.071571,,0.0117855,0.133821
Kepler-284 b,,0.106526,12.699149,,0.0168894,0.199839
Kepler-326 b,,0.0335877,2.248329,,0.0123086,0.135605
Kepler-1391 b,1.03,0.283792,54.4092333,0,0.0124487,0.15
Kepler-1516 b,1.04,0.0743387,7.25931979,0,0.0129028,0.156
Kepler-969 b,0.92,0.200444,34.1731714,0,0.015383,0.185
HD 107148 b,1.137,0.270013,48.056,0.05,0.212171,
HD 1666 b,1.5,0.937147,270,0.63,6.47072,
Kepler-200 c,,0.0921796,10.222157,,0.011856,0.14185
Kepler-95 b,1.08,0.102439,11.5231,0,0.0409024,0.305112
Kepler-1444 b,1.03,0.205066,33.42035034,0,0.0162741,0.194
Kepler-280 c,,0.0557436,4.807091,,0.0148535,0.17932
KIC 11442793 e,1.2,0.423643,91.93913,,0.021628,0.237
Kepler-829 b,0.98,0.0703422,6.88337562,0,0.0156727,0.188
Kepler-249 d,,0.120974,15.368459,,0.0117295,0.140066
Kepler-812 b,1.45,0.103618,10.11716531,0,0.0385876,0.317
HD 95872 b,0.95,5.15426,4375,0.06,4.59415,
Kepler-1242 b,0.77,0.102343,13.62798432,0,0.017125,0.202
51 Peg b,1.054,0.0521068,4.230785,0.013,0.461143,
WASP-60 b,1.078,0.0531121,4.3050011,0,0.512143,0.86
Kepler-904 b,1.16,0.0429791,3.02166863,0,0.0130579,0.158
Kepler-1113 b,1.12,0.246742,42.3004954,0,0.0238504,0.251
Kepler-99 b,0.79,0.0500668,4.60358,0,0.01935,0.132037
Kepler-1394 b,1.64,0.0575502,3.93766373,0,0.00915206,0.124
Kepler-752 b,0.87,0.132223,18.82747265,0,0.0238504,0.251
Kepler-125 c,,0.0629914,5.774464,,0.00100422,0.0660184
HD 5319 c,1.51,2.0717,886,0.15,1.15,
Kepler-996 b,1.09,0.0487927,3.77059058,0,0.014644,0.177
Kepler-588 b,1.01,0.0512901,4.22162536,0,0.0213319,0.235
Kepler-1454 b,0.9,0.246197,47.0319479,0,0.0138656,0.168
Kepler-319 c,,0.0712147,6.941357,,0.0212781,0.234633
Kepler-1143 c,0.81,0.645826,210.630591,0,0.0397462,0.321
Kepler-153 b,,0.138715,18.870227,,0.0255184,0.260505
Kepler-1642 c,0.88,0.0663298,6.6513802,0,0.021628,0.237
Kepler-1336 b,0.94,0.15594,23.198681,0,0.014644,0.177
55 Cnc f,0.905,0.773567,261.2,0.32,0.172877,
Kepler-539 b,1.05,0.498966,125.63243,0,0.241296,0.747
Kepler-929 b,1.01,0.0185879,0.92103214,0,0.00422224,0.099
Kepler-238 d,,0.109494,13.233549,,0.0281036,0.273887
HAT-P-54 b,0.645,0.0411908,3.799847,0,0.76,0.944
HIP 67851 b,1.63,0.458562,88.8,0.09,1.41789,
Kepler-845 b,0.79,0.0172109,0.92785982,0,0.0151003,0.182
Kepler-1245 c,0.86,0.0381652,2.93658468,0,0.0101747,0.128
Kepler-153 c,,0.254528,46.90232,,0.0200225,0.225711
HD 212301 b,1.05,0.034116,2.245715,0,0.39615,
Kepler-574 b,0.95,0.0747518,7.65880414,0,0.0183949,0.213
Kepler-865 b,0.93,0.11183,14.16399294,0,0.0195285,0.222
Kepler-295 c,,0.151444,21.526258,,0.00508144,0.10438
GJ 504 b,1.22,,,,4,
HAT-P-15 b,1.013,0.0964692,10.863502,0.19,1.95154,1.072
Kepler-24 e,,0.139343,18.998355,,0.0233538,0.248015
HD 209458 b,1.131,0.047235,3.52474859,0,0.689646,1.359
Kepler-729 b,0.94,0.0413386,3.16635371,0,0.0391627,0.319
HD 102272 b,1.1,0.512595,127.58,0.05,4.10898,
K2-3 d,0.601,0.207594,44.5631,,0.0116544,0.139
HD 181433 b,0.78,0.0800943,9.3743,0.396,0.0237331,
Kepler-898 b,0.65,0.0551696,5.8706191,0,0.0115494,0.133
HD 187123 b,1.037,0.042091,3.0965828,0.0102736,0.510056,
Kepler-1481 b,0.8,0.0596031,5.94220998,0,0.00609283,0.11
HD 108147 b,1.171,0.101407,10.8985,0.53,0.257999,
Kepler-82 c,0.85,0.256743,51.538,,0.095206,0.477
Kepler-1143 b,0.81,0.0370047,2.88890485,0,0.0123746,0.149
Kepler-1617 b,1.15,0.18671,27.4785572,0,0.00553813,0.107
WASP-61 b,1.22,0.0514489,3.8559,0,2.05491,1.24
Kepler-58 b,0.95,0.0905953,10.2184954,,0.0233176,0.247794
eta Cet b,1.7,1.28444,407.5,0.155,2.5485,
Kepler-606 b,1.13,0.17109,24.31575992,0,0.0327999,0.295
Kepler-686 b,0.94,0.0261684,1.59474546,0,1,1.084
Kepler-487 b,0.91,0.117181,15.3587684,0,1,1.019
Kepler-957 b,0.81,0.0596165,5.90741354,0,0.101052,0.491
Kepler-1099 b,1.01,0.0328963,2.16845259,0,0.0240196,0.252
Kepler-379 b,,0.144671,20.09838,,0.0123078,0.148095
Kepler-376 b,,0.0566146,4.920199,,0.00371234,0.095459
Kepler-166 d,0,0,1.55400393,0,0.0127496,0.154
HD 215497 c,0.872,1.28243,567.94,0.49,0.327524,
Kepler-1345 b,1.32,0.270063,44.6169557,0,0.0181548,0.211
Kepler-1325 b,0.93,0.20001,33.8786838,0,0.024536,0.255
Kepler-1624 b,0.5,0.0343627,3.29030452,0,0.108832,0.509
Kepler-1086 c,0.7,0.515367,161.5163345,0,0.0257931,0.262
Kepler-662 b,0.79,0.140653,21.67697486,0,0.0162741,0.194
Kepler-225 b,,0.0698236,6.738975,,0.00554835,0.107057
CoRoT-17 b,1.04,0.0480499,3.7681,0,2.46001,1.02
HD 20794 d,0.7,0.349781,90.309,0,0.0147932,
xi Aql b,1.11,0.53813,136.75,0,1.77912,
Kepler-444 d,0.758,0.0601536,6.189392,0.18,0.000340205,0.0483
Kepler-1058 b,0.73,0.406917,110.96546,0,0.0225477,0.243
Kepler-892 b,0.75,0.102064,13.7521072,0,0.0238504,0.251
Kepler-444 e,0.758,0.0698427,7.743493,0.1,0.000377818,0.0498
HD 33564 b,1.25,1.1241,388,0.34,9.12785,
Kepler-1243 b,0.96,0.126801,16.8320729,0,0.0129028,0.156
Kepler-635 b,1.33,0.176326,23.44971004,0,0.0214793,0.236
Kepler-890 b,1.09,0.283321,52.75875577,0,0.294675,0.793
HD 40979 b,1.154,0.846038,264.15,0.252,4.02224,
Kepler-959 b,1.6,0.137986,14.80074836,0,0.0632121,0.391
GJ 581 c,0.31,0.0729238,12.9182,0.07,0.0167756,
Kepler-945 b,0.97,0.191192,31.0033814,0,0.0213319,0.235
Kepler-1303 b,1.01,0.0756444,7.56127224,0,0.00991268,0.127
HD 10180 c,1.06,0.0641175,5.75962,0.077,0.0415054,
WASP-31 b,1.165,0.0466223,3.405909,0,0.479329,1.537
Kepler-1496 b,1.18,0.33316,64.6588017,0,0.0166923,0.198
bet UMi b,1.4,1.4219,522.3,0.19,6.1,
HD 134987 c,1.054,5.82513,5000,0.12,0.804926,
Kepler-1118 b,0.96,0.220779,38.6715075,0,0.0227057,0.244
Kepler-1286 b,1,0.098283,11.25402929,0,0.0160703,0.192
Kepler-102 d,0.8,0.0860714,10.3117,0,0.00574989,0.105263
Kepler-164 d,,0.184674,28.986769,,0.0190864,0.218574
HD 40307 b,0.74,0.0468927,4.3115,0,0.0129071,
WASP-101 b,1.34,0.0505526,3.585722,0,0.5,1.41
Kepler-1395 b,1.17,0.050083,3.78470649,0,0.00129651,0.071
Kepler-199 c,,0.323142,67.093408,,0.0316029,0.289946
Kepler-344 b,,0.15349,21.963945,,0.0210192,0.232849
Kepler-132 b,,0.0658943,6.178196,,0.0057099,0.107949
iota Dra b,1.14,1.31029,511.098,0.7124,9.31534,
HD 108874 b,0.95,1.03527,394.48124,0.1276,1.2902,
Kepler-250 d,,0.132661,17.648312,,0.0163243,0.194487
Kepler-256 d,,0.0634611,5.839172,,0.0194307,0.221251
Kepler-187 b,,0.0567577,4.938864,,0.00960182,0.125792
HD 4732 b,1.74,1.19218,360.2,0.13,2.37727,
Kepler-991 b,0.64,0.31971,82.5342519,0,0.0201979,0.227
Kepler-374 d,,0.0574402,5.028219,,0.00749504,0.11687
Kepler-563 b,0.8,0.143439,22.18432708,0,0.0285386,0.276
Kepler-1119 b,1.11,0.0832447,8.3265153,0,0.0141192,0.171
Kepler-383 c,,0.193962,31.200751,,0.00621274,0.110625
HD 23596 b,1.159,2.77219,1561,0.266,7.74272,
Kepler-1630 b,0.66,1.08768,509.997402,0,0.0163773,0.195
Kepler-295 b,,0.106224,12.645164,,0.00587447,0.108841
Kepler-171 d,,0.227355,39.595519,,0.0139171,0.168615
HD 25171 b,1.09,3.03064,1845,0.08,0.956204,
HD 83443 b,0.991,0.0404623,2.985698,0.013,0.395855,
Kepler-304 e,0.8,0.0237976,1.49914695,0,0.00553813,0.107
Kepler-287 b,,0.145838,20.342199,,0.0177874,0.207869
Kepler-1065 b,0.94,0.0451092,3.60930891,0,0.0434306,0.333
WASP-36 b,1.02,0.0262601,1.5373653,0,2.26929,1.269
Kepler-1358 b,0.82,0.0674338,7.06317341,0,0.00437411,0.1
Kepler-213 c,,0.0558662,4.822962,,0.0178911,0.208761
Kepler-268 b,,0.17147,25.934138,,0.0202659,0.227496
Kepler-532 b,0.87,0.102896,12.92491623,0,0.020474,0.229
Kepler-430 b,1.166,0.224449,35.968,,0.0330424,0.296
HD 43691 b,1.38,0.241901,36.959999,0.14,2.49717,
Kepler-204 b,,0.115842,14.400974,,0.0200225,0.225711
Kepler-149 c,,0.284166,55.328328,,0.0119837,0.143635
Kepler-1371 b,0.87,0.0426259,3.4462039,0,0.000951027,0.065
30 Ari B b,1.16,0.99475,335.1,0.289,9.87792,
Kepler-1120 b,0.78,0.0370474,2.94902905,0,0.00890695,0.123
Kepler-1597 b,1.25,0.0433296,2.94654179,0,0.00364938,0.095
HAT-P-6 b,1.29,0.0523738,3.852985,0,1.05957,1.33
Kepler-35 b,0.8877,0.48628,131.458,0.042,0.127011,0.728
Kepler-1581 b,1.12,0.0692091,6.28385491,0,0.00129651,0.071
Kepler-397 b,,0.154824,22.250949,,0.0192003,0.219467
Kepler-129 c,,0.369989,82.20017,,0.0202659,0.227496
Kepler-398 c,,0.0992436,11.419412,,0.00302153,0.0901062
Kepler-551 b,0.65,0.0907073,12.3764661,0,0.0227057,0.244
Kepler-850 b,1.06,0.0743561,7.19303878,0,0.0131362,0.159
Kepler-211 b,,0.0504476,4.138575,,0.00656354,0.11241
Kepler-242 b,,0.0796077,8.20395,,0.0210192,0.232849
Kepler-138 b,0.521,0.074609,10.312364,,0.00021,0.047
Kepler-389 b,,0.0428881,3.244107,,0.0120453,0.134713
PSR B1257+12 A,,0.168494,25.262,0,6.29267E-05,
BD -08 2823 c,0.74,0.679166,237.6,0.19,0.328101,
Kepler-611 b,1.01,0.0355594,2.4370333,0,0.0122275,0.147
Kepler-951 b,0.77,0.309084,71.52530845,0,0.104473,0.499
4 UMa b,1.234,0.876999,269.29999,0.432,7.13242,
Qatar-1 b,0.85,0.0234308,1.420033,0,1.08979,1.164
Kepler-794 b,1.19,0.103391,11.13125132,0,0.0156727,0.188
HD 10697 b,1.112,2.13177,1075.2,0.099,6.23505,
Kepler-597 b,0.97,0.107239,13.02365861,0,0.0181548,0.211
Kepler-1433 b,1.14,0.0526772,4.13592271,0,0.0116544,0.139
Kepler-194 b,,0.032015,2.092281,,0.0120453,0.134713
Kepler-1121 b,1.29,0.1187,13.15141081,0,0.014034,0.17
HD 33844 c,1.78,2.23776,916,0.13,1.76867,
Kepler-221 d,,0.0910907,10.04156,,0.022635,0.243554
Kepler-338 d,,0.245507,44.431014,,0.0268614,0.267642
Kepler-1575 b,0.95,0.0359389,2.55314213,0,0.00752338,0.117
Kepler-535 b,1.18,0.059689,4.90332155,0,0.0181548,0.211
Kepler-32 e,0.54,0.0323795,2.896,,0.0117511,0.133702
HD 113337 b,1.4,1.03346,324,0.46,2.83,
Kepler-146 b,,0.193788,31.158799,,0.0427893,0.330984
Kepler-11 f,0.961,0.250413,46.6888,0.013,0.00723031,0.221888
BD +20 2457 b,1.06,1.04992,379.63,0.15,11.8883,
Kepler-1152 b,0.55,0.0223609,1.64680191,0,0.0018073,0.078
Kepler-176 c,,0.106865,12.759712,,0.0208911,0.231956
mu Ara d,1.147,0.0927843,9.6386,0.172,0.0345873,
HD 3651 b,0.882,0.29472,62.218,0.596,0.228975,
KIC 11442793 d,1.2,0.307074,56.73667,,0.0247111,0.256
Kepler-714 b,1.09,0.0812267,8.09888799,0,0.667539,0.863
Kepler-1236 b,0.86,0.183885,31.0571618,0,0.0159697,0.191
Kepler-442 b,0.609,0.386141,112.3053,0,0.00809285,0.119548
Kepler-1193 b,1.08,0.0401985,2.83265213,0,0.00774372,0.118
Kepler-1262 b,0.99,0.0823755,8.67900242,0,0.0133743,0.162
HD 99706 b,1.72,2.13423,868,0.37,1.40289,
Kepler-251 b,,0.0556186,4.790936,,0.00789025,0.118655
HD 169830 b,1.407,0.813279,225.62,0.31,2.88946,
Kepler-292 c,,0.0469467,3.715335,,0.0110268,0.131145
Kepler-1367 b,0.62,0.0225817,1.57409027,0,0.00215846,0.082
Kepler-491 b,1.04,0.0518237,4.22538451,0,0.476871,0.796
HD 175541 b,1.34,0.961227,297.3,0.33,0.52763,
Kepler-324 b,,0.0524333,4.385315,,0.00464108,0.101704
Kepler-250 c,,0.0726807,7.156804,,0.0172808,0.203408
Kepler-462 b,1.59,0.440508,84.6879808,0,0.044402,0.336
Kepler-568 b,0.55,0.0794218,11.02347475,0,0.017125,0.202
Kepler-1149 b,1.02,0.0473895,3.73089898,0,0.0101747,0.128
HD 202206 c,1.074,2.49004,1383.4,0.267,2.33098,
Kepler-309 b,,0.0640717,5.923653,,0.0116666,0.139174
Kepler-1116 b,0.95,0.231343,41.6977827,0,0.0201979,0.227
